comparison,power_change_percent,lateral_NRMSE_percent,full_3D_NRMSE_percent,depth_NRMSE_percent,candidate_runtime_s,reference_runtime_s,all_gates_pass
5um_vs_7um,0.04189826599151574,4.245002440813476,8.974740169115014,0.25181349875150333,281.732081,402.816287,False
7um_vs_9um,0.05149867364760272,2.876328724461502,10.33157775970981,0.1687413016061424,402.816287,405.441891,False
9um_vs_12um,0.0495850762775409,2.337630517587414,9.266698837137271,0.39668162492084696,405.441891,615.046361,False
9um_plus_100nm_transition_vs_12um,0.055973906288967194,1.9577179488517096,9.281643003141953,0.35878315361822727,489.597946,615.046361,False
mapped_TaIrTe4_source_candidate_vs_reference,0.0011653202880512522,1.000887917247249,3.3301642586937845,0.12994637517147903,offline_mapping_only,offline_mapping_only,False
