case,projection,method,region,cell_count,raw_max_abs_K_m,p99_abs_K_m,rms_abs_K_m,mean_abs_K_m,median_abs_K_m,raw_max_over_p99
Maxwell_a,midplane,least_squares_radius_0.2um,inside_n_0p1um,283,15419.588730332009,15392.475304468859,10057.689887196664,8463.574087059587,9600.875051629711,1.0017614727538513
Maxwell_a,midplane,least_squares_radius_0.2um,inside_n_0p2um,283,15419.588730332009,15333.539260499887,9987.927304139514,8395.003871586923,9519.13773164423,1.0056118465782906
Maxwell_a,midplane,least_squares_radius_0.2um,inside_n_0p3um,283,14506.972337951669,14300.643453580706,8716.246168600099,7281.4602396080445,8131.137750806695,1.0144279441020048
Maxwell_a,midplane,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,425,15419.588730332009,15310.339802253462,9735.409881251873,8165.313821669186,9294.623703642186,1.007135630527447
Maxwell_a,midplane,least_squares_radius_0.3um,original_staircase_edge,142,15428.142239621826,15422.953285391128,10072.283289797695,8490.39448752537,9520.086439792549,1.0003364436197582
Maxwell_a,midplane,least_squares_radius_0.3um,inside_n_0p1um,283,15328.601403074272,15306.33749030561,9896.350873532367,8322.40355173437,9408.809782318429,1.00145455519864
Maxwell_a,midplane,least_squares_radius_0.3um,inside_n_0p2um,283,14974.773428604198,14966.030500012204,9589.56669542961,8047.2835266314305,9111.393360251674,1.0005841848706634
Maxwell_a,midplane,least_squares_radius_0.3um,inside_n_0p3um,283,13826.890828238027,13756.11751061678,8391.543101174466,7018.992097126601,7803.977756112511,1.0051448613728857
Maxwell_a,midplane,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,425,14974.773428604198,14952.783200242386,9341.725084675421,7826.8663151125775,8896.540020204335,1.0014706444992432
Maxwell_a,midplane,least_squares_radius_0.4um,original_staircase_edge,142,15312.093922841083,15305.789019445767,9996.635779169635,8413.031411516045,9487.156697541908,1.000411929328655
Maxwell_a,midplane,least_squares_radius_0.4um,inside_n_0p1um,283,14966.084583210377,14953.761319161542,9584.131895998986,8050.333822868179,9159.474299458067,1.000824091262781
Maxwell_a,midplane,least_squares_radius_0.4um,inside_n_0p2um,283,14466.010369528236,14444.817885679879,9162.265178580637,7681.875291167258,8700.62326198127,1.001467134028001
Maxwell_a,midplane,least_squares_radius_0.4um,inside_n_0p3um,283,13142.168660828469,13040.159411787803,8013.662260054527,6716.671626125711,7553.398235587371,1.0078226995406554
Maxwell_a,midplane,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,425,14466.010369528236,14437.006614790336,8900.224276981531,7454.0809163323875,8371.702309499768,1.00200898673193
Maxwell_a,thickness_average,mask_aware_finite_difference,original_staircase_edge,142,14999.705865504739,14995.115773486326,9790.071259180673,8241.834577313879,9288.109619019217,1.0003061058072342
Maxwell_a,thickness_average,mask_aware_finite_difference,inside_n_0p1um,283,16514.41241539084,16494.379323677505,10666.929913205022,9015.19672292513,10152.983522995191,1.0012145405001436
Maxwell_a,thickness_average,mask_aware_finite_difference,inside_n_0p2um,283,16514.41241539084,16494.379323677505,10699.843116219883,9035.719183625364,10152.983522995191,1.0012145405001436
Maxwell_a,thickness_average,mask_aware_finite_difference,inside_n_0p3um,283,14614.56367479904,14597.680072208415,8941.013773274968,7465.551036439734,8472.518452508108,1.0011565949183094
Maxwell_a,thickness_average,mask_aware_finite_difference,inside_band_0p1_to_0p3um,425,16514.41241539084,16483.61721267803,10319.858696930796,8679.914225433666,9839.565576952615,1.0018682308813338
Maxwell_a,thickness_average,least_squares_radius_0.2um,original_staircase_edge,142,15823.95395004451,15806.160873666047,10377.142324183764,8760.285621392164,9821.887297438054,1.0011257051298337
Maxwell_a,thickness_average,least_squares_radius_0.2um,inside_n_0p1um,283,16116.572807934132,16095.931307733379,10572.323099480876,8928.053986269188,10080.497138578128,1.0012824048392177
Maxwell_a,thickness_average,least_squares_radius_0.2um,inside_n_0p2um,283,15984.82787448999,15967.718298596652,10395.477247863144,8762.790586813357,9854.204463304366,1.0010715103794663
Maxwell_a,thickness_average,least_squares_radius_0.2um,inside_n_0p3um,283,14753.640322825504,14547.616880942614,8843.66720396945,7384.676345146851,8303.873860737964,1.0141620062975938
