iteration,accepted,beta,objective_A,objective_A_per_incident_W,scaled_FOM,relative_improvement_from_iteration0,P_Q_W,P_six_W,optical_closure,thermal_residual,thermal_energy_balance,latent_min,latent_max,physical_density_min,physical_density_max,physical_density_mean,gray_fraction_0p05_0p95,gradient_latent_L2_A,gradient_physical_L2_A,gradient_optical_physical_L2_A,gradient_thermal_physical_L2_A,max_abs_latent_step
0,True,2.0,1.351217541491766e-20,9.775174754356877e-08,97751.74754356877,0.0,7.165349962475336e-14,7.165390019582123e-14,5.590359586552355e-06,9.419826543497526e-11,8.896723848470695e-14,0.37153160622256376,0.6279991966391614,0.34877486338893415,0.6512272992691218,0.5000000006153631,1.0,8.7894553072389e-22,6.827464514796432e-22,6.391907953912598e-22,5.434316032817204e-23,0.0
1,True,2.0,1.472735412128942e-20,1.0654277034175056e-07,106542.77034175055,0.08993212928764839,7.156670400899734e-14,7.156707800305404e-14,5.225783518633134e-06,9.82631962541041e-11,9.996298458001483e-15,0.36646411923678324,0.6296620967592933,0.342676739159777,0.6523834291997531,0.49917331896583417,1.0,8.84228621534437e-22,6.885997647878366e-22,6.449712048640017e-22,5.445675967067382e-23,0.0070493285244960235
