rho,P_Q,P_six,complex_field,spatial_Q,index,major_Q_component,maximum_gated_metric,bounds_error_m,contract_equal,passed
0.5,0.0,0.0,0.0,0.0,4.152262159842862e-17,0.0,4.152262159842862e-17,0.0,True,True
