case,projection,method,region,cell_count,raw_max_abs_K_m,p99_abs_K_m,rms_abs_K_m,mean_abs_K_m,median_abs_K_m,raw_max_over_p99
analytic_a,midplane,least_squares_radius_0.4um,original_staircase_edge,282,6068.907508369813,6067.021713709658,3893.00314297609,3386.1673498293453,3496.7588495640225,1.0003108270827337
analytic_a,midplane,least_squares_radius_0.4um,inside_n_0p1um,847,5996.483423509404,5983.227307404798,3802.826902715633,3274.027032647459,3462.8654504428414,1.0022155461297952
analytic_a,midplane,least_squares_radius_0.4um,inside_n_0p2um,1130,5869.494061192995,5848.218939647511,3680.0326956332733,3149.298413732558,3376.332039852081,1.0036378804837915
analytic_a,midplane,least_squares_radius_0.4um,inside_n_0p3um,1130,5605.784340000287,5583.665925942752,3484.528860752625,2966.051970958431,3217.1472480335938,1.0039612710271164
analytic_a,midplane,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,1695,5938.584275589936,5892.814625219658,3675.9074264516426,3146.069583681629,3374.315583956552,1.007767027011913
analytic_a,thickness_average,mask_aware_finite_difference,original_staircase_edge,282,5891.000140099218,5888.869364477253,3954.6345856902117,3618.8669422163834,3526.1803891031554,1.0003618310222364
analytic_a,thickness_average,mask_aware_finite_difference,inside_n_0p1um,847,6837.092614515577,6823.2048841139,4322.431061678848,3730.6322349259694,3916.4381869064796,1.00203536763699
analytic_a,thickness_average,mask_aware_finite_difference,inside_n_0p2um,1130,6837.092614515577,6812.78275538419,4294.381998410123,3640.923794153658,3992.736593444396,1.0035682715865517
analytic_a,thickness_average,mask_aware_finite_difference,inside_n_0p3um,1130,6423.391596120186,6402.618326138866,3919.8972480309526,3302.4980112036114,3686.0248185944015,1.0032444960675717
analytic_a,thickness_average,mask_aware_finite_difference,inside_band_0p1_to_0p3um,1695,6837.092614515577,6793.010824185732,4257.050765904556,3614.9392868224218,3949.5617003980856,1.0064892860427803
analytic_a,thickness_average,least_squares_radius_0.2um,original_staircase_edge,282,6558.562632875784,6556.594552004287,4209.783067650574,3683.565126875527,3734.237125323072,1.000300168152215
analytic_a,thickness_average,least_squares_radius_0.2um,inside_n_0p1um,847,6633.595804539617,6629.881196935645,4240.220626083185,3646.171189082077,3849.2036911185783,1.0005602826798299
analytic_a,thickness_average,least_squares_radius_0.2um,inside_n_0p2um,1130,6600.900678771782,6570.677129924766,4170.379061011864,3547.484553474912,3862.1169378107456,1.0045997616759115
analytic_a,thickness_average,least_squares_radius_0.2um,inside_n_0p3um,1130,6322.890389798305,6301.7977319621905,3873.6042154612155,3266.897956828281,3637.5496455141815,1.0033470858211038
analytic_a,thickness_average,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,1695,6633.306803461577,6593.863158734143,4148.449923294935,3529.937850079212,3843.3019222484336,1.00598187189784
analytic_a,thickness_average,least_squares_radius_0.3um,original_staircase_edge,282,6644.12043325641,6641.820216587628,4260.163718966939,3675.0180749242354,3869.264057924132,1.0003463232357657
analytic_a,thickness_average,least_squares_radius_0.3um,inside_n_0p1um,847,6575.923690386683,6560.74967433732,4179.920026445673,3571.9648868104105,3861.355876834979,1.002312847891258
analytic_a,thickness_average,least_squares_radius_0.3um,inside_n_0p2um,1130,6443.23446962719,6420.48040072466,4044.558766979672,3436.3501256906957,3760.8962555877297,1.0035439823007577
analytic_a,thickness_average,least_squares_radius_0.3um,inside_n_0p3um,1130,6123.87662010783,6102.715644448703,3784.254815106464,3198.104089239364,3541.903584380267,1.0034674687290035
analytic_a,thickness_average,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,1695,6517.308766450467,6467.083245827922,4037.067425721741,3430.344094638368,3740.149538008149,1.0077663327830126
analytic_a,thickness_average,least_squares_radius_0.4um,original_staircase_edge,282,6563.633864049434,6560.828379069996,4216.409337426482,3611.3592785124456,3870.79851258464,1.0004276113955957
analytic_a,thickness_average,least_squares_radius_0.4um,inside_n_0p1um,847,6419.619023501053,6406.790126458324,4068.03553097534,3464.430460817159,3763.705840290718,1.0020023907119648
analytic_a,thickness_average,least_squares_radius_0.4um,inside_n_0p2um,1130,6226.425538007664,6203.637999014202,3898.232696782212,3308.4963207596775,3628.9480548971437,1.0036732541449198
analytic_a,thickness_average,least_squares_radius_0.4um,inside_n_0p3um,1130,5874.521023347334,5849.484064921075,3648.962854229379,3087.429674407847,3414.193337670292,1.0042801994412471
analytic_a,thickness_average,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,1695,6326.116856594332,6276.754425062505,3894.852155634199,3305.1787359040254,3620.9141721973224,1.0078643241696261
analytic_b,surface,mask_aware_finite_difference,original_staircase_edge,282,7840.29047313867,7838.050198943095,5839.550113186786,5468.826151629274,6130.371666759656,1.0002858203429057
analytic_b,surface,mask_aware_finite_difference,inside_n_0p1um,847,8141.675895432252,8122.822240801542,5429.435111606723,4963.093307381871,5017.016483659222,1.0023210719220232
analytic_b,surface,mask_aware_finite_difference,inside_n_0p2um,1130,8167.189063010623,8144.9273121270235,5252.709960487272,4648.579976406065,4261.307737555696,1.0027332043651824
analytic_b,surface,mask_aware_finite_difference,inside_n_0p3um,1130,8073.09006455674,8043.103760129003,5015.227220585795,4317.376249472454,4560.680673253395,1.0037282006203108
analytic_b,surface,mask_aware_finite_difference,inside_band_0p1_to_0p3um,1695,8167.189063010623,8140.804212109843,5251.907637840996,4655.068182878949,4662.434047254956,1.0032410619655403
analytic_b,surface,least_squares_radius_0.2um,original_staircase_edge,282,8009.523922145883,8005.102515796059,5502.024066379262,5080.412227024559,5255.8558901390625,1.0005523235137963
analytic_b,surface,least_squares_radius_0.2um,inside_n_0p1um,847,8063.831929877305,8053.956002272727,5334.210534461745,4842.101988829579,4589.412024641865,1.0012262207046811
analytic_b,surface,least_squares_radius_0.2um,inside_n_0p2um,1130,8059.738945957981,8040.13570587801,5190.874513648025,4613.554534884947,4205.87646862311,1.002438172786765
analytic_b,surface,least_squares_radius_0.2um,inside_n_0p3um,1130,7945.826399240679,7918.008359754808,4945.491690466096,4275.532099383881,4442.4379444065235,1.0035132622020535
analytic_b,surface,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,1695,8063.831929877305,8043.314924235489,5184.226078734478,4605.047606631988,4370.211412749205,1.0025508146622477
analytic_b,surface,least_squares_radius_0.3um,original_staircase_edge,282,8076.531194979625,8075.036907154247,5367.90577163293,4884.536799516191,4555.733887289833,1.0001850502781051
analytic_b,surface,least_squares_radius_0.3um,inside_n_0p1um,847,8056.382066290558,8037.28561644079,5224.982957854762,4680.090295573671,4075.4075729893334,1.0023759824847713
analytic_b,surface,least_squares_radius_0.3um,inside_n_0p2um,1130,7988.480085868042,7955.816701961187,5082.885079110383,4492.987127837042,4160.5808053683495,1.0041055978450084
analytic_b,surface,least_squares_radius_0.3um,inside_n_0p3um,1130,7774.598547613583,7744.85512382814,4849.9050180001395,4215.833230235039,4294.870030037539,1.003840410609352
analytic_b,surface,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,1695,8028.6358212757195,7983.508271979563,5078.780964375216,4489.934586299071,4169.434566841541,1.0056525962971123
analytic_b,surface,least_squares_radius_0.4um,original_staircase_edge,282,8061.456361696107,8056.419843422482,5264.229167863271,4727.664646982155,4021.29287516577,1.000625155884563
analytic_b,surface,least_squares_radius_0.4um,inside_n_0p1um,847,7980.44490884234,7962.9912653655165,5111.113406188133,4529.5418335587865,4250.9681376090575,1.0021918451113636
analytic_b,surface,least_squares_radius_0.4um,inside_n_0p2um,1130,7850.35913713905,7818.81048030773,4953.4772907159395,4349.018835463662,4311.394904884396,1.0040349688626906
analytic_b,surface,least_squares_radius_0.4um,inside_n_0p3um,1130,7566.141889247575,7537.476402461594,4719.552052734431,4104.141313782247,4201.42126861216,1.0038030615627027
analytic_b,surface,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,1695,7919.781665897895,7852.874257031743,4949.800490535064,4346.363770853982,4296.5611377357645,1.0085201171795464
analytic_b,midplane,mask_aware_finite_difference,original_staircase_edge,282,7902.793194995224,7899.769646928039,5628.996046421947,5242.9578258646025,5712.36635014991,1.0003827387635742
analytic_b,midplane,mask_aware_finite_difference,inside_n_0p1um,847,9212.632917222996,9193.07155451428,5782.520669808522,5110.714900111741,4839.226927227274,1.0021278375342473
analytic_b,midplane,mask_aware_finite_difference,inside_n_0p2um,1130,9293.807263802259,9261.23439646803,5908.142405304508,5056.493145448573,5418.844631343798,1.0035171194184063
analytic_b,midplane,mask_aware_finite_difference,inside_n_0p3um,1130,9095.130965594415,9064.425270167287,5608.195483386977,4736.262308597586,5249.443879925494,1.003387495016169
analytic_b,midplane,mask_aware_finite_difference,inside_band_0p1_to_0p3um,1695,9293.807263802259,9245.162218458947,5856.193808410652,5027.503379762412,5355.662855451882,1.0052616756952286
analytic_b,midplane,least_squares_radius_0.2um,original_staircase_edge,282,8678.065501269248,8673.882868073895,5671.229277846391,5098.434436140294,4315.738467637972,1.0004822100158566
analytic_b,midplane,least_squares_radius_0.2um,inside_n_0p1um,847,8981.104249705135,8943.261699303628,5732.353549483505,5026.734538656229,5064.626194681263,1.0042314036728293
analytic_b,midplane,least_squares_radius_0.2um,inside_n_0p2um,1130,8989.008322398353,8976.566807418103,5734.596530804505,4933.001987344499,5208.211486126753,1.0013859992631
analytic_b,midplane,least_squares_radius_0.2um,inside_n_0p3um,1130,8885.997351860362,8856.561307195938,5504.497681296231,4658.673866994003,5139.4952766138895,1.0033236426241985
analytic_b,midplane,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,1695,8989.008322398353,8969.033511693051,5713.17137652424,4917.48555002963,5203.803334671301,1.0022270861937643
analytic_b,midplane,least_squares_radius_0.3um,original_staircase_edge,282,8940.009644093672,8937.815470531857,5753.273326152608,5063.240761270284,5055.046272529408,1.0002454932717115
analytic_b,midplane,least_squares_radius_0.3um,inside_n_0p1um,847,8956.667177163325,8937.325332217242,5716.460072063912,4951.931489866843,5166.256526876337,1.0021641648062602
analytic_b,midplane,least_squares_radius_0.3um,inside_n_0p2um,1130,8883.778938681106,8849.871730075218,5602.314857493006,4804.237274080629,5135.721733040255,1.0038313785374604
analytic_b,midplane,least_squares_radius_0.3um,inside_n_0p3um,1130,8591.310331461023,8561.93917137818,5345.304072571856,4539.801414074198,4957.369488183851,1.0034304331641397
analytic_b,midplane,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,1695,8931.471034141285,8880.22409752589,5591.759134186114,4797.024823143024,5118.079613942504,1.0057709057848745
analytic_b,midplane,least_squares_radius_0.4um,original_staircase_edge,282,8971.04478608337,8967.281821743021,5753.629847720044,4998.022642081642,5162.354815464447,1.0004196326618424
analytic_b,midplane,least_squares_radius_0.4um,inside_n_0p1um,847,8867.573506088485,8849.750634191414,5626.730855951532,4838.3108472626745,5149.0233038824545,1.0020139405768351
analytic_b,midplane,least_squares_radius_0.4um,inside_n_0p2um,1130,8685.272408732371,8654.023013084523,5449.183329823638,4657.909044108787,5020.9276648584055,1.0036109674772762
analytic_b,midplane,least_squares_radius_0.4um,inside_n_0p3um,1130,8299.261718661824,8267.05492275015,5164.030033797784,4390.94875717708,4789.600275865718,1.0038958004044516
analytic_b,midplane,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,1695,8785.572426995202,8714.742920044615,5442.951882101404,4653.029381528731,4997.5216890680795,1.0081275497855104
analytic_b,thickness_average,mask_aware_finite_difference,original_staircase_edge,282,8674.26773729468,8670.753982813378,5814.637212864237,5317.066800575618,5154.134118443985,1.0004052420917797
analytic_b,thickness_average,mask_aware_finite_difference,inside_n_0p1um,847,10114.75897320265,10094.26293175785,6389.754765731371,5508.31739534192,5803.0180040370615,1.0020304643918394
analytic_b,thickness_average,mask_aware_finite_difference,inside_n_0p2um,1130,10114.75897320265,10079.004748848829,6363.677650048382,5391.848133378251,5942.52507073889,1.0035473963198505
analytic_b,thickness_average,mask_aware_finite_difference,inside_n_0p3um,1130,9517.632637779234,9485.213790454913,5817.736056529366,4900.29305601761,5475.124638584796,1.0034178299024683
analytic_b,thickness_average,mask_aware_finite_difference,inside_band_0p1_to_0p3um,1695,10114.75897320265,10042.247942831833,6307.177062613303,5352.250331691421,5872.84200021424,1.0072205974980508
analytic_b,thickness_average,least_squares_radius_0.2um,original_staircase_edge,282,9685.667637327899,9682.842318411114,6214.667491495038,5430.826251398345,5530.536393812351,1.0002917861123704
analytic_b,thickness_average,least_squares_radius_0.2um,inside_n_0p1um,847,9808.456785279142,9799.699075446948,6271.060352411901,5386.041191826611,5732.842655745201,1.0008936713020236
analytic_b,thickness_average,least_squares_radius_0.2um,inside_n_0p2um,1130,9762.832411903213,9716.33962990661,6177.249242871256,5250.129059919549,5737.13768537146,1.0047850099695466
analytic_b,thickness_average,least_squares_radius_0.2um,inside_n_0p3um,1130,9366.5763955852,9333.00800652984,5747.736612502921,4845.713651772268,5402.743198667409,1.003596738482585
analytic_b,thickness_average,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,1695,9808.456785279142,9755.034956748012,6144.699350968597,5224.255039461979,5700.525891475482,1.0054763338899342
analytic_b,thickness_average,least_squares_radius_0.3um,original_staircase_edge,282,9823.45429034734,9819.829665268076,6299.496120569683,5427.752518925995,5739.378748921868,1.000369112826069
analytic_b,thickness_average,least_squares_radius_0.3um,inside_n_0p1um,847,9727.448148085228,9704.761684355004,6188.164226045206,5282.821271443644,5710.553498256109,1.0023376631459995
analytic_b,thickness_average,least_squares_radius_0.3um,inside_n_0p2um,1130,9537.076798408536,9501.7721790103,5992.793247009864,5087.2987233793565,5566.166608549692,1.0037155826021829
analytic_b,thickness_average,least_squares_radius_0.3um,inside_n_0p3um,1130,9070.1461978643,9037.588686663239,5613.266489538356,4741.100607836875,5254.332546198681,1.0036024555143903
analytic_b,thickness_average,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,1695,9643.538658500738,9566.958249178086,5981.553955997065,5078.363529764114,5559.5792122531675,1.008004676860509
analytic_b,thickness_average,least_squares_radius_0.4um,original_staircase_edge,282,9711.74935024255,9706.893458957178,6241.315904748125,5340.176983820476,5746.0917181807745,1.0005002518370993
analytic_b,thickness_average,least_squares_radius_0.4um,inside_n_0p1um,847,9503.1091868011,9483.205188173335,6026.8762877681165,5128.139604377302,5585.05459111154,1.0020988682869152
analytic_b,thickness_average,least_squares_radius_0.4um,inside_n_0p2um,1130,9218.513039032294,9184.648468624111,5778.725751416091,4900.736305707366,5378.054325804452,1.0036870839993353
analytic_b,thickness_average,least_squares_radius_0.4um,inside_n_0p3um,1130,8703.264873081573,8666.1087321703,5412.893017692132,4576.76132571191,5072.3730143069515,1.0042875230463404
analytic_b,thickness_average,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,1695,9364.982866743643,9298.509196309613,5773.611711108569,4895.722552956735,5375.4114161711905,1.0071488524698575
