center_um,current_A,objective_A2,node_signature,node_count
2.149999999999978,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.1749999999999776,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.199999999999978,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.2249999999999783,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.249999999999978,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.2749999999999773,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.2999999999999776,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.324999999999978,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.3499999999999774,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.374999999999977,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.3999999999999773,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.4249999999999776,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.449999999999977,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.4749999999999766,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.499999999999977,-2.0352869765914997e-11,4.1423930770829678e-22,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,13
2.5249999999999773,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.5499999999999767,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.574999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.5999999999999766,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.624999999999977,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.6499999999999764,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.674999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.699999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.7249999999999766,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.749999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.7749999999999755,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.799999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.824999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.8499999999999757,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.874999999999975,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.8999999999999755,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.924999999999976,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.9499999999999753,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.9749999999999748,-2.96156768524877e-11,8.770883154309758e-22,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763,12
2.999999999999975,-5.351690465022464e-11,2.8640590833412357e-21,1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,13
3.0249999999999755,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.049999999999975,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.0749999999999744,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.0999999999999748,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.124999999999975,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.1499999999999746,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.174999999999974,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.1999999999999744,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.2249999999999748,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.2499999999999742,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.2749999999999737,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.299999999999974,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.3249999999999744,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.349999999999974,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.3749999999999734,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.3999999999999737,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.424999999999974,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.4499999999999735,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.474999999999973,-6.634725527591574e-11,4.4019582826475296e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812,12
3.4999999999999734,-9.016310281763529e-11,8.129385109703473e-21,1273:1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,13
3.5249999999999737,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.549999999999973,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.5749999999999726,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.599999999999973,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.6249999999999734,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.649999999999973,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.6749999999999723,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.6999999999999726,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.724999999999973,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.7499999999999725,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.774999999999972,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.7999999999999723,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.8249999999999726,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.849999999999972,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.8749999999999716,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.899999999999972,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.9249999999999723,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.9499999999999718,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.9749999999999712,-1.0600465652952472e-10,1.1236987205942507e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861,12
3.9999999999999716,-1.2920286703392015e-10,1.669338084978485e-20,1322:1371:1420:1469:1518:1567:1616:1665:1714:1763:1812:1861:1910,13
