center_um,current_A,objective_A2,node_signature,node_count
1.8499999999999792,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.8749999999999787,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.899999999999979,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.9249999999999794,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.9499999999999789,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.9749999999999783,3.0573853865208385e-11,9.347605401711178e-22,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665,12
1.9999999999999787,8.321723666629792e-12,6.925108478374639e-23,1126:1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,13
2.024999999999979,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.0499999999999785,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.074999999999978,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.0999999999999783,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
2.1249999999999787,3.041367499243932e-12,9.249916265457289e-24,1175:1224:1273:1322:1371:1420:1469:1518:1567:1616:1665:1714,12
