length_um,current_A,objective_A2,node_signature,node_count
4.024999999999993,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.049999999999993,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.074999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.0999999999999925,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.124999999999993,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.149999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.174999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.199999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.2249999999999925,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.249999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.2749999999999915,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.299999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.324999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.349999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.374999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.3999999999999915,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.424999999999992,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.449999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.474999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.499999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.5249999999999915,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.549999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.57499999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.599999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.624999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.649999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.67499999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.69999999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.724999999999991,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.74999999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.77499999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.79999999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.82499999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.84999999999999,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
4.874999999999989,1.0267871660588074e-10,1.054291884383077e-20,1028:1077:1126:1175:1224:1273:1322:1371:1420,9
