order,exact_bad_before,exact_bad_after,changed_node_count,changed_node_fraction,solid_fraction,objective_A,reference_continuous_objective_A,relative_objective_change,equivalent_current_at_285uW_A,optical_closure,thermal_residual,thermal_energy_balance,electrical_residual,objective_gate_passed,solver_status
solid_first,94,0,90,0.001857930265684028,0.7396420387688115,2.7348830834157253e-17,2.7354127364399555e-17,-0.0001936281926213215,5.635781256321118e-08,0.00010495404700898745,7.358535755381792e-11,6.617446143484512e-13,6.351546553483981e-11,True,VALIDATED_EXACT_BINARY_GPU_MAXWELL_CUDA_THERMAL_ELECTRICAL_OBJECTIVE
void_first,94,0,90,0.001857930265684028,0.7398071881257612,2.7349287115459696e-17,2.7354127364399555e-17,-0.00017694766407204442,5.63587528233735e-08,0.00010508804744313966,7.370590352983463e-11,6.636923734704885e-13,6.441250189450435e-11,True,VALIDATED_EXACT_BINARY_GPU_MAXWELL_CUDA_THERMAL_ELECTRICAL_OBJECTIVE
