TaIrTe4_temperature_field_NRMSE,TaIrTe4_thickness_average_field_NRMSE,Tavg_evaporated_over_baseline,Tmax_evaporated_over_baseline,baseline_TaIrTe4_volume_average_rise_K,baseline_Tmax_rise_K,baseline_face_Ib_over_Ia,baseline_production_Ib_over_Ia,baseline_production_volume_area_equivalence_relative_error,baseline_production_volume_current_A,baseline_production_x_term_A,baseline_production_y_term_A,baseline_strict_Ib_over_Ia,baseline_strict_four_neighbor_current_A,baseline_strict_valid_xy_cell_count,baseline_symmetric_internal_face_count,baseline_symmetric_internal_face_current_A,evaporated_TaIrTe4_volume_average_rise_K,evaporated_Tmax_rise_K,evaporated_energy_balance_relative_error,evaporated_face_Ib_over_Ia,evaporated_iterations,evaporated_linear_residual_relative,evaporated_production_Ib_over_Ia,evaporated_production_volume_area_equivalence_relative_error,evaporated_production_volume_current_A,evaporated_production_x_term_A,evaporated_production_y_term_A,evaporated_strict_Ib_over_Ia,evaporated_strict_four_neighbor_current_A,evaporated_strict_valid_xy_cell_count,evaporated_symmetric_internal_face_count,evaporated_symmetric_internal_face_current_A,face_current_evaporated_over_baseline,polarization,production_current_evaporated_over_baseline,production_ratio_change_relative,record_type,saved_baseline_current_reintegration_relative_error,scan_distance_um,source_power_W,strict_centered_inplane_gradient_NRMSE,strict_current_evaporated_over_baseline
22.302693440633725,22.33342803583004,32.110691542132656,10.855221194101414,0.009385197134150943,0.26464296047011704,,,0.0,1.3722019660897154e-08,6.964066936292939e-09,6.757952724604217e-09,,1.3578158919580892e-08,64934,131389,1.372460502217577e-08,0.30136517023682835,2.8727578733649572,1.7107880999409878e-12,,3222,1.2495008543096284e-10,,1.2348954088120516e-16,2.1434835219899609e-07,1.310192077021839e-07,8.332914449681215e-08,,2.1199161327451688e-07,64934,131389,2.1413332243450446e-07,15.602148264996684,a,15.620758277282766,,case,0.0,1.0,1.4332522980469223e-05,8.357700840926515,15.612692010019593
24.005423404409566,24.033230127982634,31.84637076838461,17.419271788192944,0.010756335924330099,0.15111590149626838,,,0.0,1.1155378828929695e-08,5.703369873882102e-09,5.452008955047594e-09,,1.1152817153399756e-08,64934,131389,1.1177329424271455e-08,0.3425502619555113,2.632328959681292,1.3218646996388155e-10,,3155,1.3830910101196794e-10,,0.0,2.098748720569155e-07,1.3231792785847626e-07,7.755694419843925e-08,,2.084126030350756e-07,64934,131389,2.0975874835568338e-07,18.766445936557478,b,18.813782595409357,,case,0.0,1.0,1.6292148491243013e-05,13.467164579182931,18.68699183071825
21.34931494342196,21.37899397556603,32.13587301043007,9.751839550883021,0.007757792234470522,0.27858970189293375,,,0.0,1.3699611729926187e-08,6.660130454875614e-09,7.039481275050573e-09,,1.3594664534356948e-08,64934,131389,1.3707358600041296e-08,0.24930342608824524,2.716762073388222,2.1932436326037693e-10,,3236,1.2252548728626348e-10,,1.207775286334927e-16,2.1916146075501477e-07,1.1473368971199339e-07,1.0442777104302143e-07,,2.1715130278152699e-07,64934,131389,2.1906774351161437e-07,15.981762052315052,a,15.997640303649364,,case,0.0,3.0,1.1856170758696658e-05,7.942701491882688,15.973274090929868
23.02312648496395,23.050131089389527,31.87833494436116,16.13353350333864,0.008734652195242653,0.15283275492209442,,,0.0,1.1462797243763208e-08,5.620713388501213e-09,5.842083855261995e-09,,1.1474246641453526e-08,64934,131389,1.1488693275908041e-08,0.2784461683024448,2.4657323719431536,1.9552371295695298e-10,,3223,1.3428220899162322e-10,,1.2279375830121305e-16,2.1556290782114938e-07,1.1400984810479466e-07,1.0155305971635471e-07,,2.1430151240973507e-07,64934,131389,2.1553461900210564e-07,18.76058606718006,b,18.805436686794316,,case,0.0,3.0,1.3242878172519318e-05,13.183412038029873,18.676739232318607
20.49746989024336,20.52633158831912,32.18745055718443,9.152746146003912,0.0059941332537122895,0.24547284745348272,,,2.6919211380264617e-16,1.2291305281839895e-08,5.608213320120845e-09,6.683091961719047e-09,,1.2188252578151305e-08,64934,131389,1.2294222984404442e-08,0.19293586773703933,2.24675065847847,3.1182138685647617e-10,,3264,1.2009432705119655e-10,,0.0,1.9704021566237546e-07,8.913224102353139e-08,1.0790797463884406e-07,,1.9542517320287367e-07,64934,131389,1.9702100576615707e-07,16.025494739771972,a,16.03086174692102,,case,0.0,5.0,9.175258469306206e-06,7.601013148116041,16.033895913282382
22.03239472238148,22.05858727884943,31.933241818159033,13.73479132769629,0.006608886532966929,0.14787975148765403,,,0.0,1.0382507995174953e-08,4.872238095508394e-09,5.5102698996665596e-09,,1.0400892357973084e-08,64934,131389,1.040724275799373e-08,0.2110431718060076,2.031097528274513,2.709135095539131e-10,,3247,1.2804011921677294e-10,,1.3760117585630737e-16,1.9236594045779413e-07,8.722801318341217e-08,1.0513792727438196e-07,,1.9139210821558047e-07,64934,131389,1.9238967775563246e-07,18.486133381280002,b,18.52788753422507,,case,0.0,5.0,1.0036974339215109e-05,12.357630074616845,18.40150841181081
,,,,,,0.8144008083446839,0.8129545871967035,,,,,0.8213791884050214,,,,,,,,0.979570792489996,,,0.9791298598930795,,,,,0.9831172083453761,,,,,,,,0.204409047336082,paired_ratio,,1.0,,,
,,,,,,0.8381405645777319,0.8367242422442704,,,,,0.8440257288037802,,,,,,,,0.983872000264058,,,0.9835803570506041,,,,,0.9868764758245128,,,,,,,,0.1755131588065797,paired_ratio,,3.0,,,
,,,,,,0.8465148851778272,0.8447034515133927,,,,,0.8533538578465097,,,,,,,,0.9764932272449086,,,0.9762775574069072,,,,,0.9793626127013514,,,,,,,,0.15576366552993592,paired_ratio,,5.0,,,
