case_id,status,passed,source_SHA256,shape_xyz,P_Q_expected_W,P_Q_original_trapezoidal_W,P_Q_FVM_sum_QdV_W,mapping_relative_error,array_elementwise_identical,interpolation_applied,incident_intensity_W_m2
finite_optical_Q_to_FVM_control_volumes,VALIDATED_FINITE_OPTICAL_Q_FVM_IMPORT,True,7a63f82842751e7623e895701bac4ce92558679ed71bf13a3d404695a150e794,80x80x41,2.56071371086521e-12,2.56071371086521e-12,2.56071371086521e-12,0.0,True,False,1.0
