case_id,execution_status,lateral_span_um,Si_depth_um,mesh_label,G_top_W_m2K,G_bottom_W_m2K,G_oxide_Si_W_m2K,top_boundary,generated_power_W,escaped_power_W,energy_residual,T_max_K,TaIrTe4_average_temperature_K,hotspot_x_m,hotspot_y_m,hotspot_z_m,top_interface_temperature_jump_K,bottom_interface_temperature_jump_K,bottom_outflow_W,lateral_outflow_W,top_convection_outflow_W,raw_artifact_manifest,notes
controls_gate,BLOCKED,,,,,,1100000000.0,,,,,,,,,,,,,,,RAW_ARTIFACT_MANIFEST.json,BLOCKED_ANISOTROPIC_K_UNSUPPORTED; BLOCKED_Q_ARTIFACT_INCOMPATIBLE_WITH_2UM_FOOTPRINT; BLOCKED_INTERFACE_G_UNVERIFIED; BLOCKED_LUMERICAL_LICENSE_UNAVAILABLE; BLOCKED_REQUIRED_SOLVER_CONTROLS_UNVERIFIED
