label,geometry,case_dir,A_Q_lumerical_internal,A_Q_python_exported,A_local_flux,A_Q_minus_A_local_flux,signed_mismatch,absolute_mismatch,internal_minus_python,global_flux_absorptance,summary_path,design_edge_step_nm
50.0,circular disk,LOCAL_OUTPUT/20260724T020000Z_pabs_diagnostics/mesh_sweep_xy/disk_designres20/fdtd_qon,0.5084486969055024,0.5084486969055024,0.454503389673594,0.053945307231908435,0.11869065986647488,0.11869065986647488,0.0,0.4556742371114926,LOCAL_OUTPUT/20260724T020000Z_pabs_diagnostics/mesh_sweep_xy/disk_designres20/fdtd_qon/fdtd_absorption_summary.json,50.0
25.0,circular disk,LOCAL_OUTPUT/20260724T000000Z_recheck/fdtd_qon,0.5080194475039502,0.5080194475039503,0.45370935742204804,0.054310090081902296,0.11970238037515753,0.11970238037515753,-1.1102230246251565e-16,0.45402283752494865,LOCAL_OUTPUT/20260724T000000Z_recheck/fdtd_qon/fdtd_absorption_summary.json,25.0
12.5,circular disk,LOCAL_OUTPUT/20260724T020000Z_pabs_diagnostics/mesh_sweep_xy/disk_designres80/fdtd_qon,0.5066148062920194,0.5066148062920195,0.4519861533853241,0.054628652906695385,0.12086355411008298,0.12086355411008298,-1.1102230246251565e-16,0.45208229457567434,LOCAL_OUTPUT/20260724T020000Z_pabs_diagnostics/mesh_sweep_xy/disk_designres80/fdtd_qon/fdtd_absorption_summary.json,12.5
