direction,step,adjoint_A,finite_difference_A,relative_error,plus_objective_A,minus_objective_A,worst_optical_closure,worst_Q_mapping_error,worst_thermal_residual,worst_thermal_energy_balance
adjoint_aligned,0.005,8.502570281381787e-20,8.548619467410941e-20,0.005386739485211949,1.4445299323195834e-20,1.359043737645474e-20,4.474819190123012e-05,0.0,8.612592280733774e-11,2.8236285960945174e-13
