run,id,beam_x_um,beam_y_um,terminal_current_nA,temperature_max_K,temperature_gradient_max_K_m,local_J_total_max_A_m2,positive_contribution_nA,negative_contribution_nA,pte_reintegration_relative_error,total_J_reintegration_relative_error,local_J_constitutive_closure_relative_error,terminal_potential_max_abs_V,maximum_material_power_reintegration_relative_error,short_circuit_continuity_residual,reference_current_relative_error,field_path,field_size_bytes,field_sha256
45,position_x-10_y10,-10.0,10.0,-0.7713021325175031,0.1942803909914296,255974.75402125478,400631.9234754986,7.76494413012085,-8.536246262638352,1.268589275726225e-17,3.1769748770589422e-09,1.452896224756967e-16,0.0,2.044895883758983e-16,4.706633308862633e-11,6.620000476549234e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run045/fields/position_x-10_y10.npz,12939494,69560d30375aead78af5029d8a2d6ff87f2f424e8c5ba8dd36b6229a148f8957
45,position_x-5_y10,-5.0,10.0,5.508991987042722,0.1922784035325966,562551.6953401339,365151.07847182563,12.049935960886698,-6.540943973843976,8.898778492003757e-17,1.447261827813308e-09,1.59407062843876e-16,0.0,1.5500958688151304e-16,7.752894029329185e-11,1.3452327688105798e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run045/fields/position_x-5_y10.npz,12971305,d66c122a4084e872c38edd881ff569423468a6d06eeb8d6ad8d6190afac4e1bd
45,position_x0_y10,0.0,10.0,9.117851175778478,0.17530701096972903,571629.3980604467,251090.86205980575,12.546544978561931,-3.4286938027834566,1.0355784021443777e-16,1.1002285262118491e-10,1.7386433471522542e-16,0.0,1.4656402521865563e-16,5.2211672947169554e-11,6.604489087716985e-14,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run045/fields/position_x0_y10.npz,12971010,c51e89f157dde0eb3165a56cb9e7306fb61e1eae525df02bcdba16986ae3321b
45,position_x5_y10,5.0,10.0,5.559809892868645,0.1921818162602583,581566.1111180307,332077.04907692666,12.08043552479082,-6.520625631922178,0.0,1.3211476654996338e-09,1.752836008247695e-16,0.0,1.9070355816607105e-16,6.721433280696279e-11,1.2971706701827114e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run045/fields/position_x5_y10.npz,12970820,5ff21320c4c69bc62a7bfc9d02447c7046b51d9f914cacdcb5e9f22de0870a76
45,position_x10_y10,10.0,10.0,-0.7820830114051045,0.19432346142206786,253836.97811929716,400603.41999534366,7.759787907354648,-8.541870918759752,3.1713820560239855e-17,2.54816913797691e-09,1.452999600306557e-16,0.0,1.9533282102032539e-16,6.09040889836189e-11,6.231792683202983e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run045/fields/position_x10_y10.npz,12939413,472682f48a877a27d7510bb7566dc6611ba15bdb82c5a14209a95a3f0f991d2e
47,position_x-10_y-10,-10.0,-10.0,2.192874338314763,0.17429354812646367,420304.7058628204,228933.88605317523,8.789468936268122,-6.59659459795336,1.3440419810974122e-16,1.7244805904821288e-10,2.5425533072874726e-16,0.0,1.2629562234348854e-16,6.158585286194258e-11,6.848923627527313e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-10_y-10.npz,12755183,172ecc1ad582323bc544aaa3db93b1f2de9b0c3c800496d7fdf0287e31002ca7
47,position_x-5_y-10,-5.0,-10.0,-0.09516703425706584,0.22991730829749382,699978.6683047106,367365.8545174822,9.804771235156274,-9.89993826941334,9.182868641327224e-18,4.6334558359590494e-10,1.5844602920410348e-16,0.0,2.956281300789665e-16,6.75307552435632e-11,2.616043068634041e-09,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-5_y-10.npz,12778524,0d117704e99e1c57bcab7e56746f7e0376725dfcced3c471e6d232c9e03a643b
47,position_x0_y-10,0.0,-10.0,0.287543299129084,0.3050887192280014,1008461.5766850404,488581.76359298645,10.027808952191378,-9.740265653062295,1.5691600517581356e-17,4.845022892008534e-10,1.7870395065120776e-16,0.0,1.8552149967271345e-16,5.865691895645086e-11,1.1868401781424063e-09,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x0_y-10.npz,12776733,8ca746b98601aa6a81fbd366951e80152ac603c6cf9bc2a66163ba379c2f5b0f
47,position_x5_y-10,5.0,-10.0,4.431683090248249,0.3803661648970828,1281043.9355126475,877885.0821626805,9.531675388674733,-5.099992298426485,1.1306716776820213e-16,2.404419680129603e-10,1.326088393484763e-16,0.0,2.9969940032297817e-16,6.249907996819566e-11,1.0318098864532776e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x5_y-10.npz,12770907,05b8b0d991283ec0411ff512604d66665a26ec91ccc39b3b53df50aae32a8c83
47,position_x10_y-10,10.0,-10.0,3.0211268310177646,0.2961381474606285,954682.7114899375,645209.8652963936,5.665244410018737,-2.644117579000976,2.9864408855195865e-16,1.2104162375685715e-09,1.8043016402648534e-16,0.0,1.1842882720410557e-16,6.194774705006498e-11,5.383019430380091e-12,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x10_y-10.npz,12736962,84ff55ba3d870d6b814ba2a51216506a08bada39a9f62245c7a226d336740229
47,position_x-10_y-5,-10.0,-5.0,4.573379851598852,0.4273762289595541,1460554.4353544335,614027.3134045695,11.170523735661048,-6.5971438840622,1.8622154134283876e-16,2.8572199209619897e-10,3.791861348364197e-16,0.0,2.0651131215737117e-16,6.338701136911472e-11,2.0817970864928006e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-10_y-5.npz,12767098,d21bed536f0b0d7b653e549869bbf4ff724341a1404d5b09bd1d3a9a3b001766
47,position_x-5_y-5,-5.0,-5.0,17.911241087531334,0.4817765239079428,1640229.130067178,873488.3252530785,28.05523374735247,-10.143992659821144,1.7323505009990202e-16,8.027530324826854e-11,2.6655266810396224e-16,0.0,2.1274876314443135e-16,4.3096547884389524e-11,2.861449438556739e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-5_y-5.npz,12779914,319b9fec0484f5e39671293abd1226fc55c13f2a804d9bebd0c47755def75c8c
47,position_x0_y-5,0.0,-5.0,27.35831371122957,0.34486984867155124,1201166.1404692184,878878.2738192561,36.37699775409511,-9.018684042865546,2.915451266938467e-16,2.6013791771678033e-10,1.3245898242658799e-16,0.0,1.8042128134630036e-16,6.979222108412527e-11,1.0215826469392816e-12,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x0_y-5.npz,12786047,c8a7a5d5f606dfd7c1595879b2ac98df0c41829e109dcfd0a1d5a2f4cd404bee
47,position_x5_y-5,5.0,-5.0,13.488317590076266,0.3764916976082566,1259112.4108293608,875582.1193224159,20.158919697172642,-6.670602107096381,1.233239442115453e-16,1.1379568963387287e-10,1.3295762814003648e-16,0.0,2.1746380058426322e-16,8.16857112682497e-11,1.1569339929925385e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x5_y-5.npz,12763872,9a5b8fb54fa4062cbc1ba7665996af84e94a33be8113279aa4b8fc703fcbf5d3
47,position_x10_y-5,10.0,-5.0,0.931650111599208,0.21646880594243692,706490.8065300711,415250.56146102893,8.654852651202884,-7.723202539603676,7.575813516161671e-17,4.937075849696586e-10,2.1026218739597118e-16,0.0,1.7637615584778437e-16,7.239971628632781e-11,2.7471689006644922e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x10_y-5.npz,12758842,c9ff318e27af4eb58f3d1c4be4861e55d02ff573e15b399a1d6dc780f2a0ea30
47,position_x-10_y0,-10.0,0.0,6.732360377070502,0.4341700767990962,1429996.5487378913,568740.5969379931,10.779207042579714,-4.046846665509216,3.3475419508364272e-16,1.5286695378645748e-10,4.093793284801401e-16,0.0,3.1828423372554836e-16,9.807435834585025e-11,4.946353913764403e-12,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-10_y0.npz,12743782,becc3b684c8c4753f10b03710ea4ab2a991c8b652914eeb48a5102713868d247
47,position_x-5_y0,-5.0,0.0,32.683233445029195,0.42016134330495436,1423530.6974864784,659982.9055432216,39.536614498429614,-6.853381053400425,2.8529620758556726e-16,1.3075310636181478e-10,2.645871298691786e-16,0.0,1.6493003604446502e-16,9.879122366469988e-11,2.0996363084097011e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-5_y0.npz,12760018,3f822191ca3526822de7de771900ae710bb8798c0f963cb05e8843d6679536ae
47,position_x0_y0,0.0,0.0,47.657727214380586,0.41676510378482373,1385454.0597011477,979208.0219551582,54.61493620602219,-6.957208991641636,2.14949304727986e-16,1.3799605646488627e-10,1.188872223437176e-16,0.0,2.0878260326566838e-16,8.996231851849186e-11,6.519174459947184e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x0_y0.npz,12763715,50e7eed58ba671f688b281848aa051862e959aa31425a3cfbe87fffe999d969a
47,position_x5_y0,5.0,0.0,16.61154639980109,0.18864630717831532,617140.9492924477,382909.92170655145,24.223330906435294,-7.611784506634213,1.0393310679985022e-16,1.1673870488865976e-10,1.5201397930366425e-16,0.0,2.1477523529107755e-16,5.1460707041216055e-11,1.3203382063176903e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x5_y0.npz,12746756,0caeb96ab21acd0eb85bf77fcc9d2e8507c1251903b0a2f3460162c441818515
47,position_x10_y0,10.0,0.0,-2.7278483547768,0.16521873938162834,191550.64540525508,157059.91563424253,8.971392468028867,-11.699240822805667,6.002578157001632e-17,1.2028292251079736e-10,3.7060799809048703e-16,0.0,2.0080265837846726e-16,5.375562553125812e-11,7.400463744262412e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x10_y0.npz,12735744,ec3ec57301d606e5e173a62b3eecbdbe03f2f72c37947ce72abf11aa294be3e2
47,position_x-10_y5,-10.0,5.0,4.591662086792791,0.42135334847332945,1432637.729944852,711916.1507168699,11.082254335283498,-6.490592248490708,1.882860829882395e-16,8.180735167403921e-10,3.2704784604116495e-16,0.0,0.0,9.860774998404286e-11,1.2185238281079427e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-10_y5.npz,12768082,da157ce815cfd782089536281c9e47ee2d1fefa407a36b444e846ad0098ebd6d
47,position_x-5_y5,-5.0,5.0,17.907324732200816,0.47367816112591277,1605990.7271109903,782987.4495115838,27.981973744993923,-10.07464901279311,2.608262801933803e-16,3.6803848795640227e-10,2.9736191020572044e-16,0.0,0.0,5.3263877894113884e-11,8.453191884387529e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-5_y5.npz,12780881,d3fa3a6d421fd64b0d4b8c1668b8efbd6903cd9a022e8ceedadf160022bd96ed
47,position_x0_y5,0.0,5.0,27.266772330616895,0.34767667075184516,1176477.1199065296,711654.7190590204,36.50708581511672,-9.240313484499824,1.446518272456133e-16,1.7941361413240198e-10,1.6358399475080277e-16,0.0,1.9613163186214016e-16,7.788764742018483e-11,6.648564811746481e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x0_y5.npz,12786353,cc677ad28902842ef3666292593c268a7f43008b0da45b58f8f6f346384a27ba
47,position_x5_y5,5.0,5.0,13.299195594174885,0.3749207578143961,1248093.5064163273,744320.5793027163,20.17013773024603,-6.870942136071146,1.8353866413080151e-16,2.476142754223886e-10,1.5640481408695341e-16,0.0,3.521897833388695e-16,5.565157835666662e-11,1.1340150382545404e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x5_y5.npz,12763217,243d59d784a73daa3a5ef3b3aea0c4adce55bec54d78901ea919e694345e319b
47,position_x10_y5,10.0,5.0,0.8362758315335219,0.20789117492817136,675004.1229404851,334963.52333891863,8.655158852054175,-7.818883020520657,1.0669869697256348e-16,2.876284368726061e-10,1.7377313306611138e-16,0.0,1.5308048915547813e-16,9.657027668555137e-11,2.310618718874669e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x10_y5.npz,12763358,66fa6c2fc16881e134e6afa39f1662315364d81ac141405ebf8f29da4d377c1a
47,position_x-10_y10,-10.0,10.0,2.175947788243049,0.17435070922649318,420059.03381280747,222205.51947389334,8.680891172895763,-6.504943384652713,1.0894108050740725e-16,8.231007387180587e-10,2.6195416320568113e-16,0.0,1.9285606599380705e-16,6.198209593734414e-11,6.16695810342932e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-10_y10.npz,12755428,7a63ce0043279e463332158903c853a5cfda31920c3c6b08895b2cab7e1b11d1
47,position_x-5_y10,-5.0,10.0,-0.09437554341996941,0.2288779619408156,687583.6407806656,336964.3928222796,9.692623978626083,-9.786999522046052,9.952474495229667e-18,4.5192579159157447e-10,1.7274128113639312e-16,0.0,2.1268085282285738e-16,5.269851154861048e-11,3.115895701991588e-09,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x-5_y10.npz,12779149,b23d062fc21904fdfc09d23aa98cd6746704f0ac3abab97e37738c30aaaf15bb
47,position_x0_y10,0.0,10.0,0.30443036376211713,0.305470364947764,999953.7801549982,469107.41837417235,10.053735148752056,-9.74930478498994,2.349584185649606e-17,1.4301798326060953e-10,2.1714303080434137e-16,0.0,1.7552516289104868e-16,7.424378263778991e-11,1.08561042161571e-09,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x0_y10.npz,12777560,325d610eee8a4d8848e54c18ecd13f32697b528c70eba0073964a0ee7d17f429
47,position_x5_y10,5.0,10.0,4.3916184501645725,0.3890815538547639,1324063.0818205283,794819.6453528679,9.509769514358295,-5.118151064193723,1.696441968175305e-16,5.078897310266885e-10,1.464675948909782e-16,0.0,1.6124001530329762e-16,7.17744999403569e-11,7.233561978287582e-12,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x5_y10.npz,12771572,51c6eef14fee4e18d51f5143bf0c1216fc5f2e67435e4f57c1a2f30768f68c92
47,position_x10_y10,10.0,10.0,2.9970142616534905,0.29952775127294745,966124.6671748977,515464.4253905448,5.692799088094368,-2.69578482644088,1.972157925534338e-16,1.2379044492299745e-09,2.2584550182824356e-16,0.0,2.4928309455404526e-16,4.87876739258053e-11,3.3397568807838194e-12,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run047/fields/position_x10_y10.npz,12738228,23e736eae4bc5d818c4aac42e239358ad00b35989b62c87af288e1246b4e711e
48,position_x-10_y-10,-10.0,-10.0,7.3590745557926756,0.22903113780746273,448786.083260697,416495.49940689636,14.85931752586454,-7.500242970071865,1.1098348011402439e-16,1.8689137122787878e-10,5.590231922924217e-16,0.0,1.5976027808630438e-16,8.842023023742175e-11,1.9751308260039766e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-10_y-10.npz,12630790,db8dd776f319caaa074c9f800c944f7bda8a312b32870dd3efd1808f17bd9d32
48,position_x-5_y-10,-5.0,-10.0,1.1068866618971838,0.19948930172057483,424689.46476517647,259074.51693072642,10.133099363472269,-9.026212701575089,1.0793453983951576e-16,5.607458387558458e-12,4.493507242862599e-16,0.0,1.9122621193782557e-16,4.638581015361634e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-5_y-10.npz,12687578,5e749039bd140844a7e4b5a6d88cae11e8b68f139eae387a5ce10bc8a42c07ed
48,position_x0_y-10,0.0,-10.0,-6.733757920361648,0.20328850078254626,468125.95292810415,266218.0151984194,6.075200186248839,-12.808958106610488,1.752115396884403e-16,4.481065789551306e-10,1.093232944248414e-16,0.0,1.4114729386825982e-16,7.103196822561494e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x0_y-10.npz,12672112,e97937622286f9dd279204b8381e0c50ac181ed0be9cb672ea0638897e26ba2d
48,position_x5_y-10,5.0,-10.0,-4.194198717084019,0.13852716159787612,496736.80178338056,212519.62503496616,4.940083475948691,-9.134282193032709,0.0,7.152363347046589e-10,2.7389310941937913e-16,0.0,2.0546158411047445e-16,9.937973857916565e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x5_y-10.npz,12664966,e60b7957e48e8f844d5c518f2d3d2aa36c00313b241bcce7970828ddfe79c7c0
48,position_x10_y-10,10.0,-10.0,-1.9255474019486583,0.20939520878313148,1091826.0309461814,271101.762818911,4.183984310845979,-6.109531712794642,5.22335999598809e-16,8.832481568502182e-10,4.294155840834471e-16,0.0,1.418168508109711e-16,6.21252111278051e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x10_y-10.npz,12669426,73667f8d239e7542811e4ce26d0787c270a7976bb745713bfcd1fb41c14f0ab0
48,position_x-10_y-5,-10.0,-5.0,5.568308639504667,0.2109396258397788,574639.2593744795,244075.48277127946,13.845970261804045,-8.277661622299378,7.477801265961082e-17,3.004165904582965e-10,4.76964423075735e-16,0.0,2.4698104902542894e-16,5.099607736405243e-11,7.391016580863396e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-10_y-5.npz,12652098,6ce21bbd5e13aa33f3dbf078a53175d944948d070325c42b5615d194f3fbab92
48,position_x-5_y-5,-5.0,-5.0,6.85730503156728,0.1915498837552432,594059.5567778186,351335.46537042013,16.069251461182652,-9.211946429615377,6.543840336411502e-17,8.497716543658089e-11,1.6567544882523565e-16,0.0,1.480551386553981e-16,6.58927353043594e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-5_y-5.npz,12680095,0a8414f9527f3b279fd9924ae7146bcf2c250197a70b128044f9d7386ba1f6b5
48,position_x0_y-5,0.0,-5.0,9.674742114548005,0.199945290512323,403128.94200872193,237651.793981909,19.17076951651216,-9.496027401964158,5.771001307927035e-17,4.3274141857556264e-10,1.224641731883968e-16,0.0,1.988672489575807e-16,4.85161621512299e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x0_y-5.npz,12668523,0d5aa421ef84fa3bdebeee1b90a50d3a8d5bda7769f35ef75c967f0d419bb593
48,position_x5_y-5,5.0,-5.0,2.3893583855095115,0.1906649335658048,596726.3156398083,227882.04068300716,13.620223195454091,-11.230864809944586,2.496411663263989e-16,3.746552380362457e-10,2.5542890847829707e-16,0.0,1.1342232759675135e-16,9.123681588651908e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x5_y-5.npz,12668268,9b33cdf0c318e5303b7ce0ced4cff3354877df5cd30a8196fca9072e518edb20
48,position_x10_y-5,10.0,-5.0,-6.835051040979049,0.21702964327559418,676631.6002278086,173874.69779603617,11.07797873478742,-17.91302977576648,4.85049369989399e-16,1.1533144412427818e-10,6.695357248787049e-16,0.0,1.786397090394645e-16,6.555911117271582e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x10_y-5.npz,12637938,f2b89cb1a3df86d021b0d888d32ac12727193e5df564fa3d2984d68e1500704e
48,position_x-10_y0,-10.0,0.0,3.4244890593972905,0.13563912115016533,403436.77981226234,186525.63677158798,10.023234063706015,-6.598745004308723,0.0,1.6438083073012643e-11,6.241250470544834e-16,0.0,2.1775314519840004e-16,3.711433854089955e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-10_y0.npz,12638187,80aad4eadac7d9755e2e5785e2629dd6926bfbb98454a04c9b528cdb9af51ef9
48,position_x-5_y0,-5.0,0.0,11.594089767156808,0.16226732168243424,423192.4291066025,201029.41654694625,18.33984732590367,-6.74575755874687,1.9784588404942123e-16,1.2175462083852588e-10,2.895479771731527e-16,0.0,3.3905964628243234e-16,5.5076828156860815e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-5_y0.npz,12647291,05e689be0ae69260e02cd4a848df81a6f6e506c80383cc3350dac02559d9336e
48,position_x0_y0,0.0,0.0,23.340305034498154,0.20419114872159108,369577.37045147165,130097.64212093108,28.522163547089725,-5.18185851259158,9.816995859880459e-17,6.589403229052401e-11,2.2370759363709683e-16,0.0,1.7248261991031383e-16,5.7817998885156314e-11,1.993146087046921e-13,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x0_y0.npz,12626617,60a2c8fe0f572534fcb07dce08ee664c4b5c1ead95e477df9474b173e20515be
48,position_x5_y0,5.0,0.0,7.505898392440276,0.18692817128956746,448676.8501182535,234725.57516068104,18.42664175730841,-10.920743364868144,3.3823004364145394e-16,9.09897443936409e-11,2.479817585860486e-16,0.0,2.1619565895988124e-16,8.901618164537133e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x5_y0.npz,12629000,c01088150cdb322e5a6d900d33b40ed782abc2d66df5d2a5e3d73d01a89be029
48,position_x10_y0,10.0,0.0,-11.298727924844997,0.21270389169654755,374526.5244519502,342526.429947715,14.790990317449538,-26.089718242294545,3.6421215655288804e-16,1.1320604122046444e-10,3.3987252266841143e-16,0.0,2.1836134610174012e-16,7.003721588273084e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x10_y0.npz,12593807,f18e5ed9cd457a8f8165dde1c5d5370309af0298123e2c8483a8bdecdbb34726
48,position_x-10_y5,-10.0,5.0,5.504147868126155,0.2110812199712669,578717.9674883367,275975.5973609462,13.843388047182406,-8.339240179056253,7.457913499849396e-17,2.875073384838341e-10,4.2183194072291903e-16,0.0,2.2387591259989173e-16,5.872076428893316e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-10_y5.npz,12652473,f9cebaec663723d903c527ef1bc1faf53709c72234681e6a288ca5f27a61ae21
48,position_x-5_y5,-5.0,5.0,6.668706568663731,0.19242317516647445,604469.6775455677,317447.54160817526,15.938617082869374,-9.26991051420565,1.6406761746945632e-16,3.141360998512843e-10,1.8336151106601728e-16,0.0,2.1472347871071473e-16,9.602392528587753e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-5_y5.npz,12681284,f7c3e5bc890fcf43f3c366a6318af1914f98c6b4f6bd5a12da86e321e2bf1f8d
48,position_x0_y5,0.0,5.0,9.497284393271427,0.199687028777735,402228.0116924317,225804.8705564373,19.042782949235633,-9.545498555964208,0.0,5.001730319046685e-10,1.2888929448251002e-16,0.0,1.9888306473230982e-16,5.0670899235426226e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x0_y5.npz,12670034,2e94e11e245d63d987fad91c64affa7707386d2bd5becac92ddd163dd8bcdcf4
48,position_x5_y5,5.0,5.0,2.4008526156151375,0.1899302832582076,594881.0835871388,182315.64857886548,13.586455903476434,-11.185603287861307,2.671334203310074e-16,3.5646497315705893e-10,3.192685946993087e-16,0.0,1.9848744941103673e-16,9.302232898390468e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x5_y5.npz,12669094,6351c4e6909f1d1340ba63a56caeb409d784a8a2f72fe26d98ee5142eae80ac9
48,position_x10_y5,10.0,5.0,-6.773260771933418,0.21721197474894802,678639.2177343441,216264.8502123903,11.073284072753827,-17.846544844687255,3.718330420932812e-16,1.5111260507620909e-10,5.382997824778514e-16,0.0,1.7894822507366687e-16,6.764963392867501e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x10_y5.npz,12638888,9fc4b9cd807cd643054dd39f6ca0b99180185a6cf30375a9e8c3aea158c85e74
48,position_x-10_y10,-10.0,10.0,7.297235220328226,0.22903250947313175,448794.3733051943,416517.88050134334,14.855540362238917,-7.558305141910693,3.690489489632143e-17,3.190112257886675e-10,5.589931538440131e-16,0.0,3.037827475346645e-16,7.894905006024637e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-10_y10.npz,12632344,f6aeb1cf3cbed94d1ffaae8487353f8ccbfe69ea801207a9a87d2849403a96eb
48,position_x-5_y10,-5.0,10.0,0.8869265125396388,0.19948331311884435,425004.59024408215,249095.94552356037,9.988303851543641,-9.101377339004005,9.749541438994138e-17,5.4343635245474424e-11,4.67351331561211e-16,0.0,1.2405935807619774e-16,3.9534882310682846e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x-5_y10.npz,12688454,f3b4cc271285216381a52669f95ac2d60dc98cdd6c8362c2a62c48c2979d59dc
48,position_x0_y10,0.0,10.0,-6.9165388471578675,0.2033516803947315,463147.9190239325,250446.53791253804,5.9908564061164835,-12.90739525327435,4.37702189314422e-17,4.4631524922553225e-10,1.1620775714974132e-16,0.0,1.159993147828006e-16,6.278213343379003e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x0_y10.npz,12673338,b283fee581076c751e0f3036147f9114a22700c6304e9b5cfb5596b4e60229c6
48,position_x5_y10,5.0,10.0,-4.196289803150853,0.1390754157213071,495867.5974654815,208359.18324077822,4.914906751496723,-9.111196554647579,2.358974818588913e-16,4.757563311562685e-10,2.7936210925823748e-16,0.0,2.054163619753736e-16,9.90881148996235e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x5_y10.npz,12665505,15a59bd8fa59464fe8d4f68d2607e6a883eef38662b1e4969fb9c3056cb64eeb
48,position_x10_y10,10.0,10.0,-1.8932626295850723,0.2091104968789472,1089977.700663564,237487.40597750715,4.182017432734449,-6.075280062319526,5.645019353941166e-16,4.029959962426528e-10,4.901957699515262e-16,0.0,0.0,6.736792942814718e-11,0.0,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run048/fields/position_x10_y10.npz,12670907,be0e9fa00e0a534de57882b348bdcad36bebc2b0453ef282c5e24d6af8edb05f
55,position_x-10_y-10,-10.0,-10.0,-12.402010911699106,0.7221324334532158,2692087.2899506255,1344424.992740442,44.50445622123721,-56.90646713293632,1.6313442086788482e-17,7.805587253229788e-11,1.7318232323193689e-16,0.0,1.35528230426413e-16,6.635882366307801e-11,1.195162215048588e-11,/home/seunghyun/tairte4/artifacts/exact_binary_beam_position_fields_with_au/production/run055/fields/position_x-10_y-10.npz,12668390,38af1d3cf257739772fd2a8214d7957d651f41feba3c173cff6a23832d5af2fd
