evaluation_index,tag,global_iteration,stage_iteration,role,beta,constraint_contract,objective_A,objective_A_per_W,relative_fom_change,rho_mean,rho_rms_change,rho_max_change,gray_fraction_0p01_0p99,binarization_metric,solid_constraint,void_constraint,constraint_cap,constraints_feasible,solid_bad_cells,void_bad_cells,optical_closure,thermal_residual,thermal_energy_balance
0,run004_b002_s000_g000_stage_baseline,0,0,stage_baseline,2.0,soft_disk_opening_500nm_from_iteration_zero_v4,1.351217541491766e-20,9.775174754356877e-08,0.0,0.5000000006153631,0.0,0.0,1.0,0.9712101531063608,0.0011921756743704381,2.563430041770502e-05,0.00125,True,158,0,5.590359586552355e-06,9.419826543497526e-11,8.896723848470695e-14
1,run004_b002_s001_g001_accepted_mma,1,1,accepted_mma,2.0,soft_disk_opening_500nm_from_iteration_zero_v4,1.4168411718213116e-20,1.024991877949617e-07,0.04856629544425243,0.49969375211374123,0.0031170433901982673,0.003282581375028515,1.0,0.9698830928361531,0.0010921459445634467,2.976605352095436e-05,0.00125,True,96,1,5.372751375768232e-06,9.548283949171087e-11,3.835311766063649e-14
