label,delta_s_from_s0_um,signed_s_from_edge_um,beam_x_code_um,beam_y_code_um,beam_x_simulation_um,beam_y_simulation_um,source_offset_x_um,source_offset_y_um,minimum_PML_clearance_um,reuse_existing_artifact
s-1um,-1.0,2.000000000000001,-10.48877374602491,1.1900557508914174,-3.2575525525283258,0.5928174284216927,-0.8053368838936223,0.5928174284216942,1.742447447471676,False
s0,0.0,3.000000000000001,-9.683436862131288,0.5972383224697231,-2.452215668634704,-1.5543122344752192e-15,0.0,-0.0,2.547784331365296,True
s+1um,1.0,4.000000000000001,-8.878099978237664,0.004420894048029034,-1.6468787847410802,-0.5928174284216956,0.8053368838936223,-0.5928174284216942,3.35312121525892,False
