position_label,signed_s_from_edge_um,polarization,source_contract,source_power_reintegrated_W,PTE_terminal_current_A,PTE_terminal_current_nA,Tmax_rise_K,flake_average_rise_K,linear_residual_relative,energy_balance_relative_error,weighting_volume_area_equivalence_relative_error,no_Q_clipping_smoothing_gain_rescaling,abs_Ia_over_abs_Ib
s-1um,2.000000000000001,a,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.17673296, 'full_plane_absorbed_power_W': 5.0368893599999995e-05, 'finite_flake_absorbed_power_W': 3.149748543423696e-05, 'finite_flake_fraction_of_full_plane': 0.6253360592823696, 'beta_m_inv': 12822441.103546137, 'eta_entrance_factor': 0.21787366562428911, 'waist_radius_m': 1.2e-05, 'center_x_m': -3.2575525525283256e-06, 'center_y_m': 5.928174284216927e-07}",3.149748543423696e-05,5.612023712918102e-09,5.612023712918102,0.0997968268581072,0.02161224572581025,1.0404586378819911e-10,4.332852181059164e-12,1.473943544908715e-16,True,0.6820231351439265
s-1um,2.000000000000001,b,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.26328721, 'full_plane_absorbed_power_W': 7.503685485e-05, 'finite_flake_absorbed_power_W': 4.692325111284216e-05, 'finite_flake_fraction_of_full_plane': 0.6253360592823696, 'beta_m_inv': 3239626.7980653625, 'eta_entrance_factor': 0.7660170731601501, 'waist_radius_m': 1.2e-05, 'center_x_m': -3.2575525525283256e-06, 'center_y_m': 5.928174284216927e-07}",4.692325111284216e-05,8.228494641510663e-09,8.228494641510663,0.14453236715044895,0.03177657175417688,1.0691088680980761e-10,3.3603144167930177e-12,2.0105271950475895e-16,True,0.6820231351439265
s0,3.000000000000001,a,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.17673296, 'full_plane_absorbed_power_W': 5.0368893599999995e-05, 'finite_flake_absorbed_power_W': 3.418312479836594e-05, 'finite_flake_fraction_of_full_plane': 0.678655462830455, 'beta_m_inv': 12822441.103546137, 'eta_entrance_factor': 0.21787366562428911, 'waist_radius_m': 1.2e-05, 'center_x_m': -2.452215668634704e-06, 'center_y_m': -1.5543122344752191e-21}",3.418312479836594e-05,3.964396099934482e-09,3.964396099934482,0.10026466339944662,0.02349784203784899,1.0577289402446077e-10,2.102471670818943e-12,2.0865236260491179e-16,True,0.6823511500412078
s0,3.000000000000001,b,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.26328721, 'full_plane_absorbed_power_W': 7.503685485e-05, 'finite_flake_absorbed_power_W': 5.092417145756841e-05, 'finite_flake_fraction_of_full_plane': 0.6786554628304549, 'beta_m_inv': 3239626.7980653625, 'eta_entrance_factor': 0.7660170731601501, 'waist_radius_m': 1.2e-05, 'center_x_m': -2.452215668634704e-06, 'center_y_m': -1.5543122344752191e-21}",5.092417145756841e-05,5.809906086763492e-09,5.809906086763491,0.14523010764589242,0.0345498391503334,1.0631965441789525e-10,1.590668095195576e-12,0.0,True,0.6823511500412078
s+1um,4.000000000000001,a,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.17673296, 'full_plane_absorbed_power_W': 5.0368893599999995e-05, 'finite_flake_absorbed_power_W': 3.658227431525008e-05, 'finite_flake_fraction_of_full_plane': 0.726287033536311, 'beta_m_inv': 12822441.103546137, 'eta_entrance_factor': 0.21787366562428911, 'waist_radius_m': 1.2e-05, 'center_x_m': -1.6468787847410801e-06, 'center_y_m': -5.928174284216955e-07}",3.658227431525008e-05,2.0731510020361356e-09,2.0731510020361354,0.1006154199380754,0.025190845477481363,1.0498945034645683e-10,1.2469920818539944e-12,1.9949839923397184e-16,True,0.683383890817379
s+1um,4.000000000000001,b,"{'incident_power_W': 0.000285, 'TMM_absorption': 0.26328721, 'full_plane_absorbed_power_W': 7.503685485e-05, 'finite_flake_absorbed_power_W': 5.4498294714901245e-05, 'finite_flake_fraction_of_full_plane': 0.726287033536311, 'beta_m_inv': 3239626.7980653625, 'eta_entrance_factor': 0.7660170731601501, 'waist_radius_m': 1.2e-05, 'center_x_m': -1.6468787847410801e-06, 'center_y_m': -5.928174284216955e-07}",5.4498294714901245e-05,3.0336550654661898e-09,3.03365506546619,0.1457525951819678,0.037040010022174136,1.0593234933563082e-10,1.080878944781856e-12,1.3633399228035054e-16,True,0.683383890817379
